Number,Diameter,Area,Region
34,4.214162601112806,13.948016696506079,<skimage.measure._regionprops.RegionProperties object at 0x00000270BEE4B510>
35,0.2351937497995953,0.043445163302951395,<skimage.measure._regionprops.RegionProperties object at 0x00000270BEE4B610>
36,0.14225891023334367,0.01589457194010417,<skimage.measure._regionprops.RegionProperties object at 0x00000270BEE4B710>
37,0.8303177039879707,0.541475084092882,<skimage.measure._regionprops.RegionProperties object at 0x00000270BEE4B810>
38,0.5642737526900533,0.2500745985243056,<skimage.measure._regionprops.RegionProperties object at 0x00000270BEE4B910>
39,14.001967687050826,153.9813147650825,<skimage.measure._regionprops.RegionProperties object at 0x00000270BEE4BA10>
40,0.07346218535778078,0.004238552517361112,<skimage.measure._regionprops.RegionProperties object at 0x00000270BEE4BB10>
41,14.667714611912395,168.97201538085938,<skimage.measure._regionprops.RegionProperties object at 0x00000270BEE4BC10>
42,3.3802585066121136,8.974075317382812,<skimage.measure._regionprops.RegionProperties object at 0x00000270BEE4BD10>
43,16.97401777704343,226.2867821587457,<skimage.measure._regionprops.RegionProperties object at 0x00000270BEE4BE10>
44,0.32021424214621974,0.08053249782986112,<skimage.measure._regionprops.RegionProperties object at 0x00000270BEE4BF10>
45,2.4361881643513597,4.661348130967882,<skimage.measure._regionprops.RegionProperties object at 0x00000270BEE50050>
46,10.017357576694845,78.81270514594185,<skimage.measure._regionprops.RegionProperties object at 0x00000270BEE50150>
47,0.8730881059221101,0.598695543077257,<skimage.measure._regionprops.RegionProperties object at 0x00000270BEE50250>
48,26.95146271847442,570.4985724555123,<skimage.measure._regionprops.RegionProperties object at 0x00000270BEE50350>
49,0.06362011873735937,0.0031789143880208335,<skimage.measure._regionprops.RegionProperties object at 0x00000270BEE50450>
50,0.03673109267889039,0.001059638129340278,<skimage.measure._regionprops.RegionProperties object at 0x00000270BEE50550>
51,0.1514461748594166,0.018013848198784727,<skimage.measure._regionprops.RegionProperties object at 0x00000270BEE50650>
52,0.16010712107310987,0.02013312445746528,<skimage.measure._regionprops.RegionProperties object at 0x00000270BEE50750>
53,10.330713683859418,83.82055494520401,<skimage.measure._regionprops.RegionProperties object at 0x00000270BEE50850>
54,0.07346218535778078,0.004238552517361112,<skimage.measure._regionprops.RegionProperties object at 0x00000270BEE50950>
55,0.06362011873735937,0.0031789143880208335,<skimage.measure._regionprops.RegionProperties object at 0x00000270BEE50A50>
56,25.168545676116032,497.5149366590713,<skimage.measure._regionprops.RegionProperties object at 0x00000270BEE50B50>
57,4.711612816124077,17.435285780164936,<skimage.measure._regionprops.RegionProperties object at 0x00000270BEE50C50>
58,7.84404502726837,48.32479688856338,<skimage.measure._regionprops.RegionProperties object at 0x00000270BEE50D50>
59,0.03673109267889039,0.001059638129340278,<skimage.measure._regionprops.RegionProperties object at 0x00000270BEE50E50>
60,0.19086035621207809,0.028610229492187507,<skimage.measure._regionprops.RegionProperties object at 0x00000270BEE50F50>
61,0.3386439419179752,0.09006924099392362,<skimage.measure._regionprops.RegionProperties object at 0x00000270BEE51050>
62,27.121603096191688,577.7242448594836,<skimage.measure._regionprops.RegionProperties object at 0x00000270BEE51150>
63,8.582351659622061,57.84988403320314,<skimage.measure._regionprops.RegionProperties object at 0x00000270BEE51250>
64,13.922537786579934,152.23926968044708,<skimage.measure._regionprops.RegionProperties object at 0x00000270BEE51350>
65,11.02214349436909,95.41617499457466,<skimage.measure._regionprops.RegionProperties object at 0x00000270BEE51450>
66,23.637963580542387,438.8438330756294,<skimage.measure._regionprops.RegionProperties object at 0x00000270BEE51550>
67,2.1326187549577695,3.572040134006077,<skimage.measure._regionprops.RegionProperties object at 0x00000270BEE51650>
68,0.07346218535778078,0.004238552517361112,<skimage.measure._regionprops.RegionProperties object at 0x00000270BEE51750>
69,0.14225891023334367,0.01589457194010417,<skimage.measure._regionprops.RegionProperties object at 0x00000270BEE51850>
70,0.17228409597660246,0.023312038845486115,<skimage.measure._regionprops.RegionProperties object at 0x00000270BEE51950>
71,9.771092023491855,74.98529222276477,<skimage.measure._regionprops.RegionProperties object at 0x00000270BEE51A50>
72,0.28922091297464053,0.06569756401909724,<skimage.measure._regionprops.RegionProperties object at 0x00000270BEE51B50>
73,26.736350168551034,561.4280700683594,<skimage.measure._regionprops.RegionProperties object at 0x00000270BEE51C50>
74,1.6751955683803872,2.204047309027778,<skimage.measure._regionprops.RegionProperties object at 0x00000270BEE51D50>
75,4.473961683005269,15.720791286892364,<skimage.measure._regionprops.RegionProperties object at 0x00000270BEE51E50>
76,1.0626654895946521,0.8869171142578127,<skimage.measure._regionprops.RegionProperties object at 0x00000270BEE51F50>
77,0.4617026757155162,0.16742282443576392,<skimage.measure._regionprops.RegionProperties object at 0x00000270BEE52050>
78,24.810242158703108,483.4503597683377,<skimage.measure._regionprops.RegionProperties object at 0x00000270BEE52150>
79,7.907940665822868,49.11528693305122,<skimage.measure._regionprops.RegionProperties object at 0x00000270BEE52250>
80,0.10389121885453978,0.008477105034722224,<skimage.measure._regionprops.RegionProperties object at 0x00000270BEE52350>
81,32.827837424224576,846.3976118299697,<skimage.measure._regionprops.RegionProperties object at 0x00000270BEE52450>
82,0.3781697448961708,0.11232164171006946,<skimage.measure._regionprops.RegionProperties object at 0x00000270BEE52550>
83,4.697273465759273,17.329321967230904,<skimage.measure._regionprops.RegionProperties object at 0x00000270BEE52650>
84,6.270697889528139,30.8831532796224,<skimage.measure._regionprops.RegionProperties object at 0x00000270BEE52750>
85,0.9450675309907888,0.701480441623264,<skimage.measure._regionprops.RegionProperties object at 0x00000270BEE52850>
86,10.124997486546242,80.51554361979167,<skimage.measure._regionprops.RegionProperties object at 0x00000270BEE52950>
87,10.871596808089176,92.82747904459636,<skimage.measure._regionprops.RegionProperties object at 0x00000270BEE52A50>
88,16.686673037009612,218.69023640950525,<skimage.measure._regionprops.RegionProperties object at 0x00000270BEE52B50>
89,11.286849789594173,100.05421108669707,<skimage.measure._regionprops.RegionProperties object at 0x00000270BEE52C50>
90,15.854732675992347,197.42753770616324,<skimage.measure._regionprops.RegionProperties object at 0x00000270BEE52D50>
91,5.4789691565860705,23.576948377821186,<skimage.measure._regionprops.RegionProperties object at 0x00000270BEE52E50>
92,6.059628452140326,28.839111328125007,<skimage.measure._regionprops.RegionProperties object at 0x00000270BEE52F50>
93,1.3505858451090171,1.4326307508680558,<skimage.measure._regionprops.RegionProperties object at 0x00000270BEE53050>
94,11.83892747991787,110.08156670464412,<skimage.measure._regionprops.RegionProperties object at 0x00000270BEE53150>
95,0.08213322011784377,0.00529819064670139,<skimage.measure._regionprops.RegionProperties object at 0x00000270BEE53250>
96,7.713267093157134,46.726862589518234,<skimage.measure._regionprops.RegionProperties object at 0x00000270BEE53350>
97,0.05194560942726989,0.002119276258680556,<skimage.measure._regionprops.RegionProperties object at 0x00000270BEE53450>
98,10.486517892850912,86.36792500813803,<skimage.measure._regionprops.RegionProperties object at 0x00000270BEE53550>
99,6.203206264830816,30.22193908691407,<skimage.measure._regionprops.RegionProperties object at 0x00000270BEE53650>
100,6.563672572943392,33.83636474609375,<skimage.measure._regionprops.RegionProperties object at 0x00000270BEE53750>
101,0.27487032849249693,0.05933973524305556,<skimage.measure._regionprops.RegionProperties object at 0x00000270BEE53850>
102,9.712162115842142,74.0835401746962,<skimage.measure._regionprops.RegionProperties object at 0x00000270BEE53950>
103,9.510445272203933,71.03814019097224,<skimage.measure._regionprops.RegionProperties object at 0x00000270BEE53A50>
104,7.424588699365233,43.294694688585075,<skimage.measure._regionprops.RegionProperties object at 0x00000270BEE53B50>
105,1.6920240735389873,2.24855211046007,<skimage.measure._regionprops.RegionProperties object at 0x00000270BEE53C50>
106,7.411402515393498,43.141047159830734,<skimage.measure._regionprops.RegionProperties object at 0x00000270BEE53D50>
107,18.795124614816334,277.44717068142364,<skimage.measure._regionprops.RegionProperties object at 0x00000270BEE53E50>
108,1.445171293033578,1.6403198242187504,<skimage.measure._regionprops.RegionProperties object at 0x00000270BEE53F50>
109,20.619397279641603,333.9195251464844,<skimage.measure._regionprops.RegionProperties object at 0x00000270BEE5C090>
110,3.8108398018366856,11.40594482421875,<skimage.measure._regionprops.RegionProperties object at 0x00000270BEE5C190>
111,5.484260885944891,23.622512817382812,<skimage.measure._regionprops.RegionProperties object at 0x00000270BEE5C290>
112,10.117799335837518,80.40110270182292,<skimage.measure._regionprops.RegionProperties object at 0x00000270BEE5C390>
113,9.533753051569665,71.38676113552518,<skimage.measure._regionprops.RegionProperties object at 0x00000270BEE5C490>
114,11.50996789836724,104.0490468343099,<skimage.measure._regionprops.RegionProperties object at 0x00000270BEE5C590>
115,0.03673109267889039,0.001059638129340278,<skimage.measure._regionprops.RegionProperties object at 0x00000270BEE5C690>
116,8.6605965833078,58.90952216254341,<skimage.measure._regionprops.RegionProperties object at 0x00000270BEE5C790>
117,0.16426644023568754,0.02119276258680556,<skimage.measure._regionprops.RegionProperties object at 0x00000270BEE5C890>
118,0.28213687634502665,0.0625186496310764,<skimage.measure._regionprops.RegionProperties object at 0x00000270BEE5C990>
119,3.6322946498622897,10.362201266818579,<skimage.measure._regionprops.RegionProperties object at 0x00000270BEE5CA90>
120,4.167967577729496,13.64390055338542,<skimage.measure._regionprops.RegionProperties object at 0x00000270BEE5CB90>
121,8.336177927295298,54.5787811279297,<skimage.measure._regionprops.RegionProperties object at 0x00000270BEE5CC90>
122,0.05194560942726989,0.002119276258680556,<skimage.measure._regionprops.RegionProperties object at 0x00000270BEE5CD90>
